Cidade,Bairro,Categoria,Anuncio,id
Rio de Janeiro,Bonsucesso ,Oportunidades de EMPREGO,Oportunidade de emprego(preferência recém formado)possibilidades de adquirir grande experiência.Clínica com mais de 15 anos no melhor ponto de Bonsucessocom grande movimento de pacientes.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58060
Rio de Janeiro,Centro,Oportunidades de EMPREGO,Procuro recepcionista com experiência em convênios  faturamento de seg/sexta e que resida pelas adjacências...Enviar currículo,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58064
Rio de Janeiro,Realengo,Oportunidades de EMPREGO,Vaga para clínico geral - terça quintas e sextas - 8h às 17h - Atendimento plano e particular.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58070
Rio de Janeiro,Barra da Tijuca,Oportunidades de EMPREGO,ASB com registro e experiência para toda rotina de clínica de especialidades na Barra. Preferência morar Barra e adjacências. Enviar curriculum com o título ASB no campo assunto e o curriculum no corpo do e-mail (não mandar anexo).,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58075
Rio de Janeiro,Vila Valqueire,Oportunidades de EMPREGO,Especialista em Periodontia com no mínimo 3 anos de especialização e que possa fazer cirurgias e exodontia. Clínica em Vila Valqueire. Interessados por favor enviar currículo para odondocrivel@gmail.com ,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58076
Rio de Janeiro,Vila Valqueire,Oportunidades de EMPREGO,Clínico Geral com no mínimo 5 anos de formação com experiência em atender particular e convênios. Clínica em Vila Valqueire. Interessados por favor enviar currículo para odontocrivel@gmail.com ,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58077
Rio de Janeiro,Vila Valqueire,Oportunidades de EMPREGO,Especialista em Endodontia com no mínimo 3 anos de especialização. Clínica em Vila Valqueire. Interessados por favor enviar currículo para odontocrivel@gmail.com ,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58078
Rio de Janeiro,Barra da Tijuca,Oportunidades de EMPREGO,Procuro ASB com experiência em atendimento de consultório particular com CRO-RJ ativo e disponível para trabalhar 40 horas semanais em consultório na Barra da Tijuca.Enviar currículo para o e-mail dracarolina@odontosite.com.br; apenas por e-mail.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58079
Rio de Janeiro,Tijuca,Oportunidades de EMPREGO,Precisa de ASB para atuação em recepção e solicitações junto aos convênios para consultório na Tijuca. Incialmente 2x por semana. Favor enviar whats 992521545.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58082
Rio de Janeiro,Vila Valqueire ,Oportunidades de EMPREGO,Procuro ASB para trabalhar em consultório dentário no Bairro do Valqueire.Favor entrar em contato via whatts app.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58116
Rio de Janeiro,Campo grande ,Oportunidades de EMPREGO,Odontopediatra para clínica no calçadão de Campo Grande Dias a combinar ,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58117
Rio de Janeiro,Jacarepagua,Oportunidades de EMPREGO,Vaga para recepcionista em clínica dentáriaAPENAS PARA RESIDÊNCIA NA REGIÃO DE JACAREPAGUÁ e com experiência em consultório dentário .Enviar currículo para vagaconsultoriocdd@gmail.com ,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58118
Rio de Janeiro,VILA  DA PENHA,Oportunidades de EMPREGO,CLÍNICA SOLIDARIS CONTRATA CL8NICO GERAL E ORTODONTISTA.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58121
Rio de Janeiro,Copacabana,Oportunidades de EMPREGO,Precisa-se de clínico geral e especialista para clínica bem localizada em Copacabana. Horário integral ou dias alternados. Falar com Bruna ou Bianca   2235.2239 ou 98886.6000,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58125
Rio de Janeiro,Santa cruz,Oportunidades de EMPREGO,Oportunidade para Ortodontista - Clínica em Santa Cruz. Interessados enviar currículo para carlosalbertojunior87@gmail.com,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58126
Rio de Janeiro,Pedra de Guaratiba ,Oportunidades de EMPREGO,Vaga para Especialista em Endodontia às quartas-feiras das 13:00 às 20:30 h Enviar currículo para orthobarra@gmail.com,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58132
Rio de Janeiro,Centro ,Oportunidades de EMPREGO,Procuro Secretária para trabalhar próximo ao metrô da carioca. Que seja simpática goste de conversarseja organizadacompetitivatenha experiência em marketing digital e operadora de telemarketing.Queira crescer com a empresa.Currículo email somente,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58138
Rio de Janeiro,Campo Grande Barra da Tijuca e Recreio,Oportunidades de EMPREGO,Chamo-me Julianatenho 28 anos e estou a procura de uma oportunidade na área de ASB. Possuo CRO-RJ ativo tenho experiência em consultório e toda a sua rotina. Tenho disponibilidade total de horário moro em campo grande e tenho fácil acesso a barra.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58145
Rio de Janeiro,Centro,Oportunidades de EMPREGO,Clínica necessita de implantodontista e protesista com experiência.Interessados enviar curriculum contatosorrirdente@gmail.com,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58150
Rio de Janeiro,RIO COMPRIDO,Oportunidades de EMPREGO,CLÍNICA DE BOM NIVEL PROCURA CD PARA TRABALHAR QUE ALÉM DE CLÍNICO GERAL TAMBÉM TENHA EXPERIÊNCIA EM PRÓTESE (podendo ou não ser especialista).INTERESSADOS FAVOR ENVIAR CURRÍCULO POR E-MAIL PARA AVALIAÇÃO,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58151
Rio de Janeiro,MANGUEIRA E MANGUINHOS,Oportunidades de EMPREGO,Precisa-se de ortodontista para trabalhar nas comunidades de Mangueira e Manguinhos.TPD 3960,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58156
Rio de Janeiro,Campo grande,Oportunidades de EMPREGO,Vaga para clínico geral em clínica localizada no centro de Campo Grande. Somente atendimento particular dias a combinar. Tratar pelo zap 21 984264443,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58157
Rio de Janeiro,Campo Grande,Oportunidades de EMPREGO,ORTODONTISTA para clínica multidisciplinaralto padrão no calçadão de Campo Grande23 anos de mercado. Pacientes de ortodontia já iniciados.Currículo com disponibilidade de horário p/ cv.dentista@ig.com.br ou WhatsApp 99985-6860,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58158
Rio de Janeiro,Madureira,Oportunidades de EMPREGO,Recepcionista que atue também como ASB.Imprescindível possuir CRO-RJ ativo e experiência em toda rotina de planos odontológicos (solicitação de gto clínico e especilista fechamento e faturamento). Enviar currículo apenas candidatas dentro do perfil,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58160
Rio de Janeiro,Recreio dos Bandeirantes,Oportunidades de EMPREGO,Precisa -se de secretária com curso de ASB para consultório no Recreiocom experiência e boa desenvoltura.Tem que morar próximo.Curriculum por Whatsapp. Dra Fernanda,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58164
Rio de Janeiro,COPACABANA,Oportunidades de EMPREGO,CLÍNICA DE GRANDE PORTE CONTRATA ASB COM  EXPERIÊNCIA EM AUXILIAR  ORTODONTISTA E IMPLANTODONTISTA COM CRO-RJ ATIVO.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58189
Rio de Janeiro,Campo Grande,Oportunidades de EMPREGO,CLÍNICO GERAL para Clínica Multidisciplinar alto padrão com grande movimento no calçadão de Campo Grande. 23 anos de mercado. Currículo com disponibilidade de horário para: cv.dentista@ig.com.br ou whatsapp 99985-6860,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58190
Rio de Janeiro,Iraja,Oportunidades de EMPREGO,Excelente oportunidade para ortodontista trabalhar dois dias na semana.Início em julhointeressados enviar currículo por e-mail ,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58191
Rio de Janeiro,Vicente de carvalho,Oportunidades de EMPREGO,Excelente oportunidade para CLÍNICO GERAL que esteja cursando ortodontia . Interessados enviar currículo por e-mail,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58199
Rio de Janeiro,Copacabana ,Oportunidades de EMPREGO,Precisa-se de Clínico geral paracopacabanapontual e atencioso . 1x por semanasegunda ou terca ou quinta-feira. Enviar currículopara whatsapp 987411658 ou para nosso e-mail. Nao ligar para esse número.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58202
Rio de Janeiro,Campo Grande,Oportunidades de EMPREGO,CLÍNICO GERALENDODONTISTA E PERIODONTISTA Clínica no centro de Campo Grande contrata para atendimento particular e convênios (somente clínica geral).Favor enviar curriculum com dias disponíveis para primeodonto@globo.com.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58206
Rio de Janeiro,CAMPO GRANDE,Oportunidades de EMPREGO,Vaga para Dentista em clínica de grande porte e movimento. Necessário ter experiência. Interessados enviar currículo por e-mail.Após análise de currículo chamaremos para processo seletivo. ,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58207
Rio de Janeiro,Campo Grande,Oportunidades de EMPREGO,ORTODONTISTA Clínica no centro de Campo Grande contrata para atendimento particular e convênios.Grande demanda.Favor enviar curriculum com dias disponíveis para primeodonto@globo.com.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58213
Rio de Janeiro,Madureira,Oportunidades de EMPREGO,Vaga para ortodontista que também atenda clínico geral para madureira paticular e convênios dias a combinarplantão de 12 horasenviar currículo para adm.mirandaetorrico@gmail.com,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58216
Rio de Janeiro,Campo Grande,Oportunidades de EMPREGO,Preciso de TPD para trabalhar em consultório dentário com experiência em encerramento .,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58227
Rio de Janeiro,TODOS,Oportunidades de EMPREGO,SOU ASB FORMADA HÁ 10 ANOS EXPERIÊNCIA EM CLÍNICAS PARTICULARES E CONSULTÓRIOS. AUXÍLIO EM TODAS AS ESPECIALIDADES CIRURGIAS DE GRANDE PORTE E BUSCO UMA OPORTUNIDADE DE EMPREGO DE SEGUNDA A SEXTA-FEIRA.OBRIGADA,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58225
Rio de Janeiro,São Cristóvão ,Oportunidades de EMPREGO,Empresa grande porte seleciona PERIODONTISTA para atendimento planos e particular .Interessados falar direto WhatsApp 21 99952-3700,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58228
Rio de Janeiro,Campo Grande,Oportunidades de EMPREGO,ASB com experiência em recepção autorização e convênios.Clínica no Calçadão de Campo Grande disponibilidade para Segunda-feira a Sábado.Currículo para cv.dentista@ig.com.br ou para o Whatsapp 99802-0439.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58230
Rio de Janeiro,zona sul norte oeste,Oportunidades de EMPREGO,Precisamos de Ortodontista contato somente por e-mail com o currículo enviado.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58233
Rio de Janeiro,Centro do rio madureiratijuca,Oportunidades de EMPREGO,Sou ASB formada há 16 anosestou em busca de uma nova oportunidade de empregopodendo ser freelancer ou efetivo!,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58309
Rio de Janeiro,Freguesia /Jacarepaguá,Oportunidades de EMPREGO,Preciso clínico geral com bastante experiência em exodontias e próteses p/ clínica na Freguesia de grande movimento às quartas-feiras e sábados.Currículo p/ cdadentistas@hotmail.com ,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58240
Rio de Janeiro,Freguesia/ Jacarepaguá,Oportunidades de EMPREGO,ASB ou TSB para clínica na Freguesia que atende todas as especialidades.Dias e horários a combinar.Currículo p/ cdadentistas@hotmail.com,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58241
Rio de Janeiro,Centro,Oportunidades de EMPREGO,ASB- CLÍNICA CENTRO NECESSITA ASB COM DISPONIBILIDADE QUE MORE PERTO. EXIGÊNCIA QUE ENTENDA DE CONVÊNIOS.INTERESSADA ENVIAR CV PARA CONTATOSORRIRDENTE@GMAIL.COM,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58244
Rio de Janeiro,Campo grande,Oportunidades de EMPREGO,BUCO-MAXILO para clínica multidisciplinarde grande movimentono Calçadão de Campo Grande.Alto padrão 23 anos de mercado. Currículo com disponibilidade de horário para cv.dentista@ig.com.br ou whatsapp 99985-6860,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58249
Rio de Janeiro,Barra da Tijuca,Oportunidades de EMPREGO,VAGA PARA RECEPCIONISTA DE CLÍNICA DENTÁRIA NA BARRA DA TIJUCAHORÁRIO DE SEG.A SEXTA DE 9H A 12H E 14H ÀS 19H E AOS SÁBADOS DE 9H A 12HCLT VT VR. MORAR PRÓXIMO COM EXPERIÊNCIA ENVIAR CURRÍCULO COM FOTO PARA:CONTATO@CDENTALCENTER.COM.BR,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58253
Rio de Janeiro,Centro,Oportunidades de EMPREGO,GERENTE/Dentista para Clínica de grande portecom experiência comprovadatrês vezes na semana nos bairros Centro Barra da Tijuca e São Cristóvão contato whatsapp 96499-9321 ,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58266
Rio de Janeiro,Centro,Oportunidades de EMPREGO,GERENTE/Dentista para Clínica de grande portecom experiência comprovadatrês vezes na semana nos bairros Centro Barra da Tijuca e São Cristóvão contato whatsapp 96499-9321 ,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58267
Rio de Janeiro,VILA VALQUEIRE,Oportunidades de EMPREGO,ORTODONTISTA ESPECIALISTA PARA ATENDIMENTO EM CLÍNICA NO BAIRRO DE VILA VALQUEIRE LIGAR PARA AGENDAR ENTREVISTA PELO TELEFONE 2453 4613. TRATAR COM POLIANA,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58308
Rio de Janeiro,Taquara e Bangu,Oportunidades de EMPREGO,OPORTUNIDADEinclusive para recém formados. Clínica de grande movimento. (21) 3159-3354 falar Com Nislayne envie o seu currículo para dentistas10@gmail.com ,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58272
Rio de Janeiro,VILA VALQUEIRE,Oportunidades de EMPREGO,ASSISTENTE COMERCIAL - SEXO FEM24 A 34 ANOS COMUNICATIVAGOSTAR DE METASBOM PORTUGUÊS CONHECER FACEBOO LIGAR PARA AGENDAR ENTREVISTA. TRATAR COM POLIANA TELEFONE 2453 4613,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58307
Rio de Janeiro,São Cristóvão,Oportunidades de EMPREGO,Precisa-se dentista clínico de preferência com experiência em extração buco e ortodontista para clínica dentária em funcionamento há 48 anos em São Cristóvão. Contato email: icrm@outlook.com ou 2580-9345 horário comercial.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58282
Rio de Janeiro,Vila da Penha,Oportunidades de EMPREGO,Clínico geral para trabalhar na Vila da Penha atender convênios e particularclínica com movimento bom.Oportunidade de fazer prótese particular. ,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58284
Rio de Janeiro,Madureira ,Oportunidades de EMPREGO,Oportunidade de emprego para Clínico Geral. Consultório em Madureiratrabalhamos com Particular e Convênio. Para mais informaçõesWhatsApp (21) 97922-2424,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58286
Rio de Janeiro,Madureira ,Oportunidades de EMPREGO,Oportunidade de emprego para Endodontista.Consultório em Madureiratrabalhamos com Particular e Convênio.Para mais informações WhatsApp (21) 97922-2424,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58287
Rio de Janeiro,Olaria,Oportunidades de EMPREGO,Somos uma clínica de padrão e estamos contratando cirurgiões -dentistas.Horário a combinar.Tratar com Dr. Paulo Pinna,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58289
Rio de Janeiro,VILA  DA PENHA,Oportunidades de EMPREGO,CLÍNICA SOLIDARIS CONTRATA RECEPCIONISTA COM EXPERIÊNCIA.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58302
Rio de Janeiro,Barra da Tijuca,Oportunidades de EMPREGO,Precisamos de Auxiliares de Saúde Bucal(ASB)para fazer parte da nossa Equipecom vontade de aprendertenha experiência em auxiliar cirurgiasprótese.Por favor enviar  curriculum por e-mail(a seleção será feita somente através do curriculum enviado,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58303
Rio de Janeiro,zona sul,Oportunidades de EMPREGO,Contratamos Recepcionista com excelente postura profissional para administrar a recepção de preferência com experiência simpática proativa e pontual.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58315
Rio de Janeiro,Ilha,Oportunidades de EMPREGO,Contratamos ASB para organizar e executar atividades de higiene bucal auxiliar dentistas em procedimentos cirúrgicos e clínicos; e conservar e realizar a manutenção dos equipamentos e materiais odontológicos.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58316
Rio de Janeiro,Inhoaiba,Oportunidades de EMPREGO,Quero uma oportunidade de emprego não tenho experiência na área mas aprendo rápidosou pontual e muito responsávelpreciso apenas que alguém me dê uma oportunidade.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58317
Rio de Janeiro,Leblon,Oportunidades de EMPREGO,PRECISA-SE DE ENDODONTISTA PARA PLANTÃO NO LEBLONSEGUNDA-FEIRA OU SÁBADO MEIO PERÍODO... ATENDER PLANOS TAMBÉM,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58322
Rio de Janeiro,Barra da Tijuca ,Oportunidades de EMPREGO,Clínica de Alto Padrão na Barra da Tijuca oferece grande oportunidade para CDs que possuem carteira de paciente mas não tem mais onde atender. Informações Zap (21) 98089-0708 (Daniel ,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58324
Rio de Janeiro,Tijuca,Oportunidades de EMPREGO,Procuro Endodontista com experiência em planos e particulares com mais de 5 anos de formação na especialidade.Contato e-mail.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58326
Rio de Janeiro,Tijuca,Oportunidades de EMPREGO,Procuro buco-maxilo-facial com experiência em planos e particulares com mais de 5 anos de formação na especialidade.Contato e-mail.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58327
Rio de Janeiro,Del Castilho / Centro / Tijuca / Barra,Oportunidades de EMPREGO,Dentista - Clínico geralEndodontistaProtesista.Atendimento particular e convênio. 1 ou mais dias da semana.Mínimo 2 anos de experiência.Enviar currículo para maguile00@yahoo.com.br ou whatsapp 997998444.Unidade Del CastilhoBarraTijuca ou Centro.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58332
Rio de Janeiro,Tijuca ,Oportunidades de EMPREGO,Procuro clínico-geral com experiência de mais de 5 anos que tenha boa atuação em cirurgia oral menor e dentística para atendimentos particulares e por convênios. Disponibilidade de três dias na semana. Contato por e-mail ,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58334
Rio de Janeiro,São Cristovão,Oportunidades de EMPREGO,VAGA ORTODONTISTA. enviar currículo por e-mail com a Legenda do assunto do e-mail: São Cristovão.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58336
Rio de Janeiro,SANTA CRUZ,Oportunidades de EMPREGO,VAGA PARA CD ATUANDO EM CIRURGIA ORAL MENOR.ENTRAR EM CONTATO COM DRA MONALISA,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58346
Rio de Janeiro,Tijuca,Oportunidades de EMPREGO,Vaga para Cirurgião-Dentista clínico geral para atender planos e particulares em clínica de bom padrão na Tijuca.  WhatsApp para (021) 99535-5818.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58354
Rio de Janeiro,Tijuca,Oportunidades de EMPREGO,Vaga para Endodontista para atender planos e particulares em clínica de bom padrão na Tijuca.  WhatsApp para (021) 99535-5818.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58355
Rio de Janeiro,Tijuca,Oportunidades de EMPREGO,Vaga para Ortodontista para início de agenda particular em clínica de bom padrão na Tijuca.  WhatsApp para (021) 99535-5818.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58356
Rio de Janeiro,Todos,Oportunidades de EMPREGO,Clínica odontológica seleciona Dentistas CLÍNICO GERAL para trabalhar de segunda a sábado.Horário a combinar.Aceitamos também profissionais recém formado.Interessados entrar em contato no (21)96489-0719 ou no e-mail:janainaamorim@dentotal.com.br,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58359
Rio de Janeiro,Todos,Oportunidades de EMPREGO,Clínica contrata RECEPCIONISTA simpáticaorganizada e com conhecimento em excel.Ter tino comercial será o diferencial. Interessados entrar em contato pelo Whatsapp 96489-0719 ou currículo para o e-mail :janainaamorim@dentotal.com.br,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58360
Rio de Janeiro,Barra da Tijuca ,Oportunidades de EMPREGO,Procuro ASB para oportunidade de emprego em clínica de Harmonização facialmotivada e comunicativa. Carteira assinada. ,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58364
